Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
21.09.2021;07:00;189,59;189,59;189,59;184,35;192,8;190,85;106,13;189,59;181,23;188,95;189,59;189,59;188,95;-;191,06;120,05
21.09.2021;08:00;190;190;190;190;201;190;117,1;190;188,57;190;190;190;190;-;190;126,31
21.09.2021;09:00;176,92;176,92;176,92;176,92;197,67;176,92;116,66;176,92;175,34;176,92;176,92;176,92;176,92;-;176,92;124,1
21.09.2021;10:00;160,1;160,1;160,1;160,1;176,02;160,1;111,66;160,1;170,08;160,1;160,1;160,1;160,1;-;160,1;124,16
21.09.2021;11:00;151,8;151,8;151,8;151,8;170;151,8;112,21;151,8;160,98;151,8;151,8;151,8;151,8;-;151,8;122,52
21.09.2021;12:00;145,06;145,06;145,06;145,06;164,2;145,06;112,09;145,06;151,93;145,06;145,06;145,06;145,06;-;145,06;121,92
21.09.2021;13:00;132,5;132,5;132,5;132,5;160,27;132,5;105,44;132,5;141,68;132,5;132,5;132,5;132,5;-;132,5;121,51
21.09.2021;14:00;129,71;129,71;129,71;129,71;166,14;129,71;106;129,71;138,97;129,71;129,71;129,71;129,71;-;129,71;121,87
21.09.2021;15:00;128,53;128,53;128,53;128,53;170;128,53;106,22;128,53;144,67;128,53;128,53;176,1;128,53;-;128,53;121,72
21.09.2021;16:00;132,5;132,5;132,5;132,5;174,3;132,5;108,82;132,5;149,64;132,5;132,5;212,84;132,5;-;132,5;121,8
21.09.2021;17:00;162,48;162,48;162,48;150;177,4;165,21;111,83;162,48;163,73;164,82;162,48;220,32;164,82;-;165,21;121,89
21.09.2021;18:00;174,88;174,88;174,88;164,5;186,46;177,48;120,32;174,88;176,06;174,88;174,88;220,32;174,88;-;177,86;122,68
21.09.2021;19:00;190;190;190;187,92;235;191,34;159,12;190;184,39;189,99;190;242,96;189,99;-;192,22;124,18
21.09.2021;20:00;182,87;182,87;182,87;182,87;192,8;182,87;132,9;182,87;180,91;182,87;182,87;222,55;182,87;-;182,87;122,84
21.09.2021;21:00;163,08;163,08;163,08;163,08;174,23;163,08;105,86;159,17;168;163,08;163,08;189,16;163,08;-;163,08;117,68
21.09.2021;22:00;141,3;141,3;141,3;141,3;167,42;141,3;105,45;105,45;155,38;141,3;141,3;173,68;141,3;-;141,3;111,09
21.09.2021;23:00;131,18;131,18;131,18;131,18;159,48;131,18;95,88;95,88;137,35;131,18;131,18;132,11;131,18;-;131,18;109,06
22.09.2021;00:00;105,21;105,21;96,22;136,35;170;196,05;96,96;96,22;117,82;115,01;105,21;105,21;115,01;-;160;112,33
22.09.2021;01:00;100,98;100,98;96,17;102,18;160,86;104,78;96,17;96,17;113,6;101,36;100,98;100,98;101,36;-;103,09;101,42
22.09.2021;02:00;97,25;97,25;96,18;98,07;152,82;99,64;92,44;92,44;109,17;97,51;97,25;97,25;97,51;-;98,69;96,45
22.09.2021;03:00;94,6;94,6;88,06;94,6;146,91;94,6;92,77;88,06;107,2;94,6;94,6;94,6;94,6;-;94,6;94,69
22.09.2021;04:00;100,04;100,04;92,65;100,04;147,54;100,04;92,65;92,65;108,1;100,04;100,04;100,04;100,04;-;100,04;99,12
22.09.2021;05:00;119,09;119,09;119,09;119,09;152,9;119,09;98,49;101,68;122,69;119,09;119,09;119,09;119,09;-;119,09;110,82
22.09.2021;06:00;174,51;174,51;174,51;164,04;179,07;181;107,85;170,76;164;179,07;173,94;173,94;173,94;-;185,8;116,42
22.09.2021;07:00;200;200;200;195;200;203,9;104,5;200;183,19;200;200;200;200;-;205,03;126,43
22.09.2021;08:00;213,81;213,81;213,81;196,57;228,94;217,9;122,8;213,81;190,17;213,29;213,81;213,81;213,29;-;218,8;129,12
22.09.2021;09:00;185,26;185,26;185,26;185,26;194,05;185,26;123,95;185,26;179,34;194,05;185,26;185,26;185,26;-;185,26;125,31
22.09.2021;10:00;170,15;170,15;170,15;170,15;185;170,15;121,73;170,15;169,11;185;170,15;170,15;170,15;-;170,15;123,85
22.09.2021;11:00;159,93;159,93;159,93;159,93;179,15;159,93;124,58;159,93;159,2;179,15;159,93;159,93;159,93;-;159,93;120,39
22.09.2021;12:00;151;121,33;151;151;170;151;111,85;151;148,67;170;151;151;151;-;151;117,81
22.09.2021;13:00;139,69;118,42;139,69;139,69;170;139,69;109,54;139,69;135,91;170;139,69;139,69;139,69;-;139,69;114,99
22.09.2021;14:00;132,32;117,87;132,32;132,32;180,31;132,32;108,64;132,32;134,03;180,31;132,32;132,32;132,32;-;132,32;114,45
22.09.2021;15:00;132,33;116,19;132,33;132,33;185;132,33;107,31;132,33;135,44;185;132,33;132,33;132,33;-;132,33;112,82
22.09.2021;16:00;139,97;116,09;139,97;139,97;185,32;139,97;110,13;139,97;143,92;185,32;139,97;139,97;139,97;-;139,97;112,72
22.09.2021;17:00;165,9;117,89;165,9;165,9;187,32;165,9;114,23;165,9;163,53;187,32;165,9;165,9;165,9;-;165,9;114,47
22.09.2021;18:00;183,79;117,95;183,79;183,79;199,32;183,79;125,11;183,79;173;199,32;183,79;183,79;183,79;-;183,79;114,53
22.09.2021;19:00;199,78;199,78;199,78;195;250;205,55;173,1;199,78;186,68;250;199,78;199,78;198,68;-;207,67;116,04
22.09.2021;20:00;176,82;172,57;172,57;196;204;248,28;142,57;172,57;176,52;204;176,82;179,95;184;-;241;116,23
22.09.2021;21:00;157,65;139,79;139,79;157,65;190,07;157,65;101,48;139,79;163,54;190,07;157,65;157,65;157,65;-;157,65;115,75
22.09.2021;22:00;113,35;110,28;105,62;139,9;175;163,97;105,62;105,62;139,73;120,08;113,35;119,92;120,08;-;151,18;113,15
22.09.2021;23:00;90,01;90,01;82,73;138,84;170;143,69;90,01;79,07;131,43;115;90,01;90,01;109,4;-;143,69;101,31
23.09.2021;00:00;95,52;95,52;55,55;132,07;151,32;143,26;92,2;55,55;132,37;111,28;95,52;111,28;111,28;-;143,26;98,38
23.09.2021;01:00;97,05;97,05;55,31;100,05;146,64;102,93;88,46;55,31;114,65;98,41;97,05;97,05;98,41;-;101,27;98,24
23.09.2021;02:00;84,23;84,23;54,8;84,23;145,96;84,23;84,23;54,8;94,73;84,23;84,23;84,23;84,23;-;84,23;88,45
23.09.2021;03:00;75,32;75,32;54,17;75,32;145;75,32;75,32;54,17;79,41;75,32;75,32;75,32;75,32;-;75,32;85,08
23.09.2021;04:00;70,06;70,06;54,84;70,06;145,96;70,06;70,06;54,84;72,1;70,06;70,06;70,06;70,06;-;70,06;85,09
23.09.2021;05:00;78,91;78,91;57,73;78,91;147,34;78,91;78,91;57,73;110,78;78,91;78,91;78,91;78,91;-;78,91;87,73
23.09.2021;06:00;120,02;102,91;102,91;120,02;173,65;120,02;110,33;102,91;135,26;120,02;120,02;120,02;120,02;-;120,02;99,51
23.09.2021;07:00;153,86;106,59;106,59;171,41;184,56;179,7;141,15;106,59;164,67;161,98;153,86;161,98;161,98;-;178,5;109,77
23.09.2021;08:00;139,44;109,98;109,98;184,75;187,89;200,06;139,44;109,98;167,8;180;160,1;160,1;160,1;-;200,06;106,12
23.09.2021;09:00;96,52;96,52;94,21;180,8;180,8;162,73;99,54;94,21;158,03;175;99,54;130;160,92;-;200;106,55
23.09.2021;10:00;68,35;68,35;64,62;164,08;177,31;124,4;93,73;64,62;151;177,31;93,73;111,35;161,93;-;164,08;105,44
23.09.2021;11:00;54,25;54,25;57,98;163,04;163,91;79,9;114,47;57,98;144,6;163,91;129;130,01;161,95;-;89,73;98,95
23.09.2021;12:00;23,57;23,57;57,12;156,22;158,99;78;93,21;57,12;137,37;158,99;140;140;158,99;-;78;102,01
23.09.2021;13:00;0,12;0,12;56,49;152,47;157,21;79,9;98,66;56,49;134,36;157,21;133,21;133,21;133,21;-;79,9;98,24
23.09.2021;14:00;0,08;0,08;49,22;152,54;163,99;78;92,88;49,22;133,83;163,99;130,08;130,08;130,08;-;78;96,88
23.09.2021;15:00;10,05;10,05;48,55;135,49;175,27;100;92,67;48,55;133,77;175,27;158,95;158,95;158,95;-;100;103,31
23.09.2021;16:00;53,17;53,17;54,47;134,04;186,67;110;92,03;54,47;133,7;185;160,98;160,98;160,98;-;110;106,48
23.09.2021;17:00;59,79;59,79;58,48;160;181,72;160;90,86;58,48;145,65;171,15;171,15;171,15;171,15;-;160;102,39
23.09.2021;18:00;92,01;92,01;88,42;161,6;189,32;165,94;92,01;88,42;154,69;188,49;174,96;188,47;174,96;-;203,13;96,12
23.09.2021;19:00;97,86;96,66;86,78;187,28;230;233,2;97,86;86,78;155,98;230;161,53;239,62;161,53;-;243,06;99,55
23.09.2021;20:00;92,16;92,16;58,79;192,52;204;194,9;92,16;58,79;163,8;204;151,28;181,87;152;-;226,62;96,49
23.09.2021;21:00;67,47;67,47;57,05;166,19;181,67;184;77,96;57,05;153,45;181,67;120,01;120,01;120,01;-;184;96,7
23.09.2021;22:00;68,61;68,61;53,98;164,84;175;176,37;68,61;53,98;151,07;175;68,61;130,1;111,03;-;164,84;94,33
23.09.2021;23:00;57,41;57,41;37,7;163,5;163,91;166,17;60,45;37,7;148,77;163,91;64,63;110,74;105,04;-;154,94;91,17
24.09.2021;00:00;63,36;63,36;29,19;144,54;181,28;170,81;63,36;29,19;131,01;105;63,36;105;105;-;158,55;90,21
24.09.2021;01:00;57,82;57,82;28,86;134,87;180,18;170,29;59,09;28,86;106,72;74,23;59,09;74,23;74,23;-;134,87;91,21
24.09.2021;02:00;57,83;57,83;35,54;128,88;170;188,39;57,83;35,54;91,16;73,28;57,83;73,28;73,28;-;132,5;91,34
24.09.2021;03:00;60,45;60,45;40,03;103,92;169,4;151;60,45;40,03;68,08;67,97;60,45;67,97;67,97;-;108,83;91,6
24.09.2021;04:00;67,86;67,86;52,92;91,74;169,4;125;61,14;52,92;67,23;72,53;67,86;72,53;72,53;-;97,72;94,97
24.09.2021;05:00;87,85;87,85;57,47;94,53;180,23;109,9;67,67;57,47;99,64;89,66;87,85;89,66;89,66;-;97,98;96,65
24.09.2021;06:00;150,1;108,47;62,55;150,1;215,28;150,1;81,74;62,55;136,82;150,1;150,1;150,1;150,1;-;150,1;104,97
24.09.2021;07:00;170,95;148,7;96,53;178,5;240;186,85;85,51;96,53;172,21;173,54;170,95;173,54;173,54;-;183,8;114,39
24.09.2021;08:00;176,95;120,15;116,66;182;250;199,1;85,61;116,66;172,2;178,4;176,95;178,4;178,4;-;184,87;116,66
24.09.2021;09:00;149,57;134,2;134,2;181,79;209;217;85,46;134,2;170,9;158,91;149,57;158,91;158,91;-;203,64;118,54
24.09.2021;10:00;137,54;137,54;132,3;147,62;195,9;166,9;80,63;132,3;164,97;140,01;137,54;140,01;140,01;-;151,76;116,05
24.09.2021;11:00;107,01;107,01;107,01;150,13;181,28;124,9;83,27;107,01;162,07;161,1;107,01;107,01;149,99;-;131,39;109,06
24.09.2021;12:00;89,26;89,26;89,26;158,37;168;104,58;82,38;89,26;159,75;168;89,26;92,65;157,43;-;158,37;101,23
24.09.2021;13:00;87,14;87,14;87,14;140,37;163,09;95,65;84,8;87,14;145,97;160,04;87,14;113,68;130,9;-;132,5;92,59
24.09.2021;14:00;82,1;82,1;82,1;127,4;179,79;87,42;82,1;82,1;137,44;120,14;82,1;111,85;120,14;-;127,4;84,62
24.09.2021;15:00;82,94;82,94;82,94;126,38;179,79;94,11;82,94;82,94;133,47;151,64;82,94;114,34;114,34;-;126,38;91,1
24.09.2021;16:00;88,23;88,23;88,23;117,97;180,23;120;88,23;88,23;133,3;154,65;88,23;111,08;111,08;-;117,97;93,83
24.09.2021;17:00;119,23;99,12;99,12;148,86;181,86;159,9;92,01;99,12;153,91;127,43;119,23;127,43;127,43;-;159,24;99,12
24.09.2021;18:00;166,3;99,27;99,27;166,3;200,01;166,3;100,91;99,27;163,8;166,3;166,3;166,3;166,3;-;166,3;99,27
24.09.2021;19:00;181,21;97,08;97,08;182;250;182,6;129,26;97,08;170,6;181,42;181,21;193,55;181,42;-;182,6;99,98
24.09.2021;20:00;148,84;95,45;81,83;190;214,25;213,6;127,18;81,83;169,43;161,06;148,84;161,06;161,06;-;213,6;98,3
24.09.2021;21:00;109,54;93,38;62,55;167,05;184,1;199,9;90,66;62,55;165,41;127,21;109,54;127,21;127,21;-;199,9;96,17
24.09.2021;22:00;90,43;90,43;59,67;163,73;180,1;199,7;90,43;59,67;163,83;120,03;90,43;120,03;120,03;-;199,7;93,13
24.09.2021;23:00;83,03;83,03;58,13;164,97;169,4;185,9;83,03;58,13;157,71;106,1;83,03;106,1;106,1;-;175,53;85,51
25.09.2021;00:00;99,59;99,59;56,71;164,62;180,23;154,53;87,31;56,71;149,43;180,1;99,59;112;112;-;147,2;93,18
25.09.2021;01:00;103,67;92,39;56,39;142,18;177,67;153,07;82,15;56,39;136,78;166,01;103,67;112,07;112,07;-;142,18;95,15
25.09.2021;02:00;102,09;91,23;54,99;143,31;166,03;151,2;75,84;54,99;130,28;114,06;102,09;114,06;114,06;-;143,31;93,96
25.09.2021;03:00;102,01;91,64;53,59;131,4;155,51;135,59;76,31;53,59;127,61;114,44;102,01;112,01;112,01;-;131,4;94,38
25.09.2021;04:00;107,61;99,24;47,41;119,68;156,75;124,9;70,15;47,41;111,82;122,9;107,61;111,34;111,34;-;119,68;96,36
25.09.2021;05:00;99,49;99,49;53,56;123,66;162,5;150,1;77,04;53,56;115,11;162,5;99,49;112,02;112,02;-;132,7;96,6
25.09.2021;06:00;107,5;107,5;56,46;133,28;178,14;179,97;80,09;56,46;124,16;178,14;107,5;115,21;115,21;-;166,5;104,38
25.09.2021;07:00;116,34;113,74;70,25;138,73;179,61;169,9;88,2;57,49;141,12;171,35;116,34;122,92;122,92;-;162,21;110,44
25.09.2021;08:00;128,58;115,22;94,21;156,98;173,88;177,8;94,21;94,21;155,67;138,29;128,58;137,17;137,17;-;175,82;111,88
25.09.2021;09:00;123,21;123,21;112,57;151,59;180,14;189,5;112,57;112,57;149,82;132,07;123,21;132,07;132,07;-;169,37;112,23
25.09.2021;10:00;109,42;109,42;104,47;139,55;158,5;171,01;104,47;104,47;142,26;123,79;109,42;123,79;123,79;-;139,55;110,55
25.09.2021;11:00;102,62;102,62;97,7;133,38;147,34;137,8;97,7;97,7;133,16;120,06;102,62;120,06;120,06;-;122,31;102,76
25.09.2021;12:00;94,09;94,09;94,09;142,39;143,24;111,58;94,09;91,83;140,25;143,24;94,09;128,7;128,7;-;111,58;96,9
25.09.2021;13:00;97,04;97,04;97,04;130,03;137,37;104;93,62;93,62;131,51;120,05;97,04;120,05;120,05;-;107,37;99,94
25.09.2021;14:00;100,75;100,75;100,75;123,78;140;105,59;93,59;93,59;121,7;116,95;100,75;116,95;116,95;-;107,95;102,21
25.09.2021;15:00;112,07;112,07;112,07;114,96;144,24;114,37;93,09;93,09;124,37;114,38;112,07;114,38;114,38;-;113,56;110,71
25.09.2021;16:00;125,99;125,99;125,99;125,99;148,99;125,99;122,97;122,97;131,45;125,99;125,99;155,03;125,99;-;125,99;116,06
25.09.2021;17:00;162,78;162,78;162,78;157,32;161,92;166,1;148,43;158,88;158,72;161,92;162,78;162,78;161,92;-;166,6;120,07
25.09.2021;18:00;177,96;177,96;177,96;173,07;177,73;181;151,73;177,96;176,26;177,73;177,96;180,12;177,73;-;181,77;121,11
25.09.2021;19:00;208,01;208,01;208,01;185,85;198,09;214;176,32;208,01;191,41;206,07;208,01;208,01;206,07;-;214,58;121,21
25.09.2021;20:00;188,17;188,17;188,17;188,17;188,17;188,17;173,34;188,17;191,16;188,17;188,17;188,17;188,17;-;188,17;118,81
25.09.2021;21:00;169,9;169,9;169,9;169,9;169,9;169,9;147,47;169,9;169,07;169,9;169,9;169,9;169,9;-;169,9;117,08
25.09.2021;22:00;164,91;164,91;164,91;164,91;165;164,91;124,94;155,03;163,6;165;164,91;164,91;164,91;-;164,91;115,16
25.09.2021;23:00;158,3;158,3;158,3;158,3;158,3;158,3;103,19;103,19;150,9;158,3;158,3;158,3;158,3;-;158,3;112,86
26.09.2021;00:00;145,28;145,28;145,28;145,28;177,59;145,28;95,48;95,48;146,65;145,28;145,28;145,28;145,28;-;145,28;114,41
26.09.2021;01:00;124,95;124,95;124,95;124,95;152,73;124,95;92,38;92,38;134,48;124,95;124,95;124,95;124,95;-;124,95;111,81
26.09.2021;02:00;113,46;113,46;113,46;113,46;149,56;113,46;92,77;92,77;124,89;113,46;113,46;113,46;113,46;-;113,46;109,83
26.09.2021;03:00;106,11;106,11;106,11;106,11;147,34;106,11;92,14;92,14;119,76;106,11;106,11;106,11;106,11;-;106,11;103,03
26.09.2021;04:00;105,09;105,09;105,09;105,09;147,34;105,09;92,43;92,43;110,96;105,09;105,09;105,09;105,09;-;105,09;102,05
26.09.2021;05:00;104,68;104,68;104,68;104,68;150,07;104,68;93,41;93,41;109,41;104,68;104,68;104,68;104,68;-;104,68;101,64
26.09.2021;06:00;111,96;111,96;111,96;111,96;159,98;111,96;94,09;94,09;117,12;111,96;111,96;111,96;111,96;-;111,96;108,38
26.09.2021;07:00;113,09;113,09;113,09;113,09;152,74;113,09;99,89;99,89;121,96;113,09;113,09;113,09;113,09;-;113,09;109,48
26.09.2021;08:00;117,81;117,81;117,81;117,81;164,98;117,81;107,06;107,06;120,63;117,81;117,81;117,81;117,81;-;117,81;113,5
26.09.2021;09:00;115,34;115,34;115,34;115,34;170;115,34;108,55;112,57;125,17;115,34;115,34;115,34;115,34;-;115,34;111,65
26.09.2021;10:00;112,11;112,11;112,11;112,11;166,52;112,11;108,62;109,42;118,4;112,11;112,11;112,11;112,11;-;112,11;108,86
26.09.2021;11:00;106,31;106,31;106,31;106,31;166,58;106,31;103,75;103,75;117,63;106,31;106,31;106,31;106,31;-;106,31;103,22
26.09.2021;12:00;102,98;102,98;102,98;102,98;166,52;102,98;99,93;100,51;117,29;102,98;102,98;102,98;102,98;-;102,98;99,79
26.09.2021;13:00;93,13;93,13;93,13;93,13;163,59;93,13;93,13;93,13;103,15;93,13;93,13;93,13;93,13;-;93,13;93,14
26.09.2021;14:00;90,65;90,65;90,65;90,65;159,98;90,65;90,65;90,65;96,28;90,65;90,65;90,65;90,65;-;90,65;92,62
26.09.2021;15:00;94,79;94,79;94,79;94,79;163,36;94,79;94,16;94,16;99,57;94,79;94,79;94,79;94,79;-;94,79;97,93
26.09.2021;16:00;112,33;112,33;112,33;112,33;165,43;112,33;109,64;109,64;111,74;112,33;112,33;112,33;112,33;-;112,33;108,74
26.09.2021;17:00;137,36;137,36;137,36;137,36;180,23;137,36;134,07;134,07;136,5;137,36;137,36;137,36;137,36;-;137,36;111,5
26.09.2021;18:00;170,8;170,8;170,8;170,8;180,23;170,8;145,26;170,8;169;170,8;170,8;170,8;170,8;-;170,8;112,61
26.09.2021;19:00;185,85;185,85;185,85;185,85;185,85;185,85;175,62;185,85;180,4;185,85;185,85;202,07;185,85;-;185,85;114,03
26.09.2021;20:00;179,18;174,88;174,88;179,18;179,18;179,18;174,88;174,88;176,4;179,18;179,18;180,02;179,18;-;179,18;112,63
26.09.2021;21:00;166,52;123,89;123,89;166,52;166,52;166,52;123,89;123,89;163,11;166,52;166,52;174,85;166,52;-;166,52;111,77
26.09.2021;22:00;163,94;104,54;104,54;163,94;163,94;163,94;103,1;103,1;153,86;163,94;163,94;163,94;163,94;-;163,94;109,57
26.09.2021;23:00;143,5;110,22;110,22;143,5;150,07;143,5;90;90;145,55;143,5;143,5;143,5;143,5;-;143,5;107,02
27.09.2021;00:00;133,27;133,27;133,27;133,27;152,02;133,27;86,87;86,87;130,97;133,27;133,27;133,27;133,27;-;133,27;109,14
27.09.2021;01:00;112,03;112,03;112,03;112,03;150,07;112,03;87,77;87,77;113,65;112,03;112,03;112,03;112,03;-;112,03;108,15
27.09.2021;02:00;105,99;105,99;105,99;105,99;146,02;105,99;87,76;87,76;111,34;105,99;105,99;105,99;105,99;-;105,99;102,91
27.09.2021;03:00;100;100;100;100;149,35;100;87,75;87,75;97,16;100;100;100;100;-;100;97,1
27.09.2021;04:00;102,23;102,23;102,23;102,23;149,87;102,23;88,81;88,81;96,94;102,23;102,23;102,23;102,23;-;102,23;99,47
27.09.2021;05:00;113,09;113,09;113,09;113,09;152,39;113,09;92,99;92,99;131,02;113,09;113,09;113,09;113,09;-;113,09;109,18
27.09.2021;06:00;171,78;171,78;171,78;171,78;177,16;171,78;95,49;171,78;168,1;177,16;171,78;171,78;171,78;-;171,78;109,93
27.09.2021;07:00;184,73;184,73;184,73;184,73;184,73;184,73;92,46;184,73;178,9;184,73;184,73;184,73;184,73;-;184,73;112,85
27.09.2021;08:00;190,84;190,84;190,84;190,84;199;190,84;99,9;190,84;184,69;199;190,84;190,84;190,84;-;190,84;114,95
27.09.2021;09:00;181;181;181;181;197;181;100,94;181;178,02;197;181;181;181;-;181;115,5
27.09.2021;10:00;172,15;172,15;172,15;172,15;195,99;172,15;95,26;172,15;170,62;195,99;172,15;172,15;172,15;-;172,15;115,07
27.09.2021;11:00;159,98;154;159,98;157,94;190,99;154;93,61;159,98;161,82;190,99;159,98;170,79;164,98;-;154;112,98
27.09.2021;12:00;144,97;125,1;144,97;144,97;180;125,1;94,71;144,97;151,56;180;144,97;175,15;168,9;-;125,1;110,4
27.09.2021;13:00;119,32;112,21;119,32;137,88;183,49;112,21;92,06;119,32;138,62;183,49;119,32;180,07;164,92;-;82,36;108,62
27.09.2021;14:00;116,33;111,2;116,33;118,25;186,03;111,2;92,06;116,33;133,93;186,03;116,33;170;165,53;-;66,77;107,64
27.09.2021;15:00;120,85;112;120,85;120,85;166,99;115,24;94,8;120,85;140,31;166,99;120,85;180,14;164,96;-;75,61;108,75
27.09.2021;16:00;142,43;111,71;142,43;142,43;170,65;137,9;95,68;142,43;147;170,65;142,43;189,81;160,99;-;137,9;108,47
27.09.2021;17:00;163,54;163,39;163,54;162,1;176,96;163,39;105,84;163,54;167,79;176,96;163,54;166,31;164,98;-;162,1;109,38
27.09.2021;18:00;173,1;113,69;168,94;173,1;180,6;173,1;102,94;168,94;178,05;180,6;173,1;173,26;173,1;-;173,1;110,4
27.09.2021;19:00;185,19;113,52;180,74;185,19;210;185,19;123,2;180,74;189,69;210;185,19;212,16;185,19;-;185,19;110,22
27.09.2021;20:00;169,96;110,98;110,98;169,96;188,78;169,96;105,38;110,98;179,56;188,78;169,96;169,96;169,96;-;169,96;107,76
27.09.2021;21:00;150;107,83;109,36;150;179;150;92,05;109,36;165,6;179;150;150;150;-;150;104,71
27.09.2021;22:00;127,48;99,66;98,14;137,04;170;127,48;98,14;98,14;148,01;170;127,48;140,12;140,12;-;127,48;96,77
27.09.2021;23:00;96,98;96,78;92,43;142,27;160;101,16;92,43;92,43;137,34;160;96,98;130,01;130,01;-;110,04;93,97
28.09.2021;00:00;105,23;101,24;92,09;131,27;177,04;107,69;92,09;92,09;136,25;124,3;105,23;124,3;124,3;-;112,76;98,3
28.09.2021;01:00;99,89;99,89;99,89;122,4;170;101,98;94,27;94,27;125,18;116,1;99,89;116,1;116,1;-;106,29;97
28.09.2021;02:00;98,37;98,37;98,37;98,37;156,87;98,37;93,18;93,18;114,69;98,37;98,37;98,37;98,37;-;98,37;95,52
28.09.2021;03:00;98,1;98,1;98,1;98,1;154,03;98,1;94,26;94,26;111,29;98,1;98,1;98,1;98,1;-;98,1;95,46
28.09.2021;04:00;105,97;105,97;105,97;105,97;154,2;105,97;96,08;96,08;109,07;105,97;105,97;105,97;105,97;-;105,97;102,69
28.09.2021;05:00;119,91;119,91;119,91;119,91;162,59;119,91;100,83;100,83;126,72;119,91;119,91;119,91;119,91;-;119,91;108,05
28.09.2021;06:00;170,52;170,52;170,52;170,52;181;170,52;103,45;170,52;175,02;181;170,52;170,52;170,52;-;170,52;107,93
28.09.2021;07:00;190,21;190,21;190,21;190,21;190,21;190,21;128,49;190,21;191,25;190,21;190,21;190,21;190,21;-;190,21;111,09
28.09.2021;08:00;195,1;195,1;195,1;195,1;199;195,1;150,25;195,1;200,2;195,1;195,1;195,1;195,1;-;195,1;115,07
28.09.2021;09:00;187,94;187,94;187,94;187,94;190,55;187,94;143,65;187,94;192,96;187,94;187,94;187,94;187,94;-;187,94;116,07
28.09.2021;10:00;174,21;174,21;174,21;174,21;181,02;174,21;128,69;174,21;185,83;174,21;174,21;174,21;174,21;-;174,21;115,54
28.09.2021;11:00;161,76;161,76;161,76;169,95;169,95;154,92;128,69;161,76;175;168,08;161,76;168,08;168,08;-;164,29;114,23
28.09.2021;12:00;142,64;142,64;142,64;166,06;166,06;125,37;128,69;142,64;169;165,15;142,64;165,15;165,15;-;141,38;112,29
28.09.2021;13:00;135,54;135,54;135,54;162,23;164,99;116;126,93;135,54;165;160,92;135,54;160,92;160,92;-;134,11;112,21
28.09.2021;14:00;133,14;133,14;133,14;140,02;170,62;132,69;118,56;133,14;152,91;139,43;133,14;139,43;139,43;-;132,69;113,39
28.09.2021;15:00;146,8;146,8;146,8;146,8;175,27;146,8;123;146,8;158,82;146,8;146,8;146,8;146,8;-;146,8;112,91
28.09.2021;16:00;165;165;165;165;199;165;131,41;165;170,99;165;165;165;165;-;165;113,58
28.09.2021;17:00;180,1;180,1;180,1;180,1;195;180,1;135,03;180,1;183,63;180,1;180,1;180,1;180,1;-;180,1;115,42
28.09.2021;18:00;197,69;197,69;197,69;197,69;197,69;197,69;163,33;197,69;210,07;197,69;197,69;197,69;197,69;-;197,69;116,59
28.09.2021;19:00;237,01;237,01;237,01;237,01;237,01;237,01;209,67;237,01;228,99;237,01;237,01;237,01;237,01;-;237,01;116,7
28.09.2021;20:00;195,33;195,33;195,33;195,33;198,69;195,33;153,15;190,64;201,59;195,33;195,33;195,33;195,33;-;195,33;113,37
28.09.2021;21:00;177,13;177,13;177,13;177,13;183;177,13;103,56;172,87;179,29;177,13;177,13;177,13;177,13;-;177,13;109,91
28.09.2021;22:00;164,91;164,91;164,91;164,91;179,28;164,91;107,77;152,81;169,06;164,91;164,91;164,91;164,91;-;164,91;107,74
28.09.2021;23:00;139,57;139,57;139,57;139,57;172,75;139,57;102,12;102,12;152,75;139,57;139,57;139,57;139,57;-;139,57;107,03
29.09.2021;00:00;120,55;120,55;120,55;120,55;195,12;120,55;96,21;90,09;141;120,55;120,55;120,55;120,55;-;120,55;106,59
29.09.2021;01:00;110,83;110,83;110,83;110,83;180,23;110,83;95,36;95,36;122,37;110,83;110,83;110,83;110,83;-;110,83;104,68
29.09.2021;02:00;95,35;95,35;95,35;95,35;180,08;95,35;91,99;91,99;115,32;95,35;95,35;95,35;95,35;-;95,35;92,59
29.09.2021;03:00;88,53;88,53;88,53;88,53;175,4;88,53;88,53;86,41;107,68;88,53;88,53;88,53;88,53;-;88,53;85,97
29.09.2021;04:00;87,73;87,73;87,73;87,73;176,04;87,73;87,73;85,62;107,92;87,73;87,73;87,73;87,73;-;87,73;86,66
29.09.2021;05:00;104,06;104,06;104,06;104,06;188,43;104,06;96,48;96,48;121,29;104,06;104,06;104,06;104,06;-;104,06;99,56
29.09.2021;06:00;162,68;162,68;162,68;162,68;237,14;162,68;104,72;158,78;173,96;162,68;162,68;162,68;162,68;-;162,68;108,08
